alias_strength,alias_energy,method,success,effect_rmse,action_rmse,mean_chart_effect_radius,charts
0.0,0.2997149706968571,coarse_token,0.7033333333333334,0.3173721239294124,0.6238271251463525,,
0.0,0.2997149706968571,raw_action_charts,0.7955555555555556,0.2790548835373672,0.6291787417284692,0.27677747916314865,24.0
0.0,0.2997149706968571,esac_full_context,0.9838888888888889,0.1818270281450737,0.5563855880286875,0.146163158955765,24.0
0.0,0.2997149706968571,esac_hidden_alias_ablation,0.7294444444444445,0.31454861687332764,0.6387530181901904,0.146163158955765,24.0
0.0,0.2997149706968571,continuous_regression_upper,1.0,0.07549959891247655,0.5089086984967462,,
0.0,0.2997149706968571,oracle_expert,1.0,0.05155055765333494,0.0,,
0.25,0.3773959875415598,coarse_token,0.5766666666666667,0.37416507720941033,0.7457872695902762,,
0.25,0.3773959875415598,raw_action_charts,0.7494444444444445,0.3087026289342778,0.7115879870579516,0.32972394424467855,24.0
0.25,0.3773959875415598,esac_full_context,0.8894444444444445,0.2544251170892883,0.6918074500239659,0.19892450840370526,24.0
0.25,0.3773959875415598,esac_hidden_alias_ablation,0.6494444444444445,0.368617339698397,0.7583452895699001,0.19892450840370526,24.0
0.25,0.3773959875415598,continuous_regression_upper,1.0,0.07551036782346367,0.5923216781594061,,
0.25,0.3773959875415598,oracle_expert,1.0,0.06164540331955956,0.0,,
0.5,0.5527972017742849,coarse_token,0.3416666666666667,0.47201424915269063,0.8264932769815414,,
0.5,0.5527972017742849,raw_action_charts,0.7066666666666667,0.3241100988982552,0.7720534337395466,0.4096983777600245,24.0
0.5,0.5527972017742849,esac_full_context,0.7916666666666666,0.2837567784265286,0.7124353271791195,0.2391218824695647,24.0
0.5,0.5527972017742849,esac_hidden_alias_ablation,0.4072222222222222,0.5606350914819707,0.9081580406206076,0.2391218824695647,24.0
0.5,0.5527972017742849,continuous_regression_upper,1.0,0.0879654935502382,0.637862274213204,,
0.5,0.5527972017742849,oracle_expert,1.0,0.07502524337936982,0.0,,
0.75,0.7482544363065379,coarse_token,0.265,0.5558769909594378,0.8967822109782914,,
0.75,0.7482544363065379,raw_action_charts,0.6722222222222223,0.34860122358631473,0.8623541304570834,0.5275679842650406,24.0
0.75,0.7482544363065379,esac_full_context,0.7861111111111111,0.30217668264240116,0.7539653222628632,0.2734423850193983,24.0
0.75,0.7482544363065379,esac_hidden_alias_ablation,0.40166666666666667,0.6961063549675983,1.015754909380266,0.2734423850193983,24.0
0.75,0.7482544363065379,continuous_regression_upper,1.0,0.0940630065537317,0.7136392048889032,,
0.75,0.7482544363065379,oracle_expert,1.0,0.08807498580535764,0.0,,
1.0,0.9602144662087105,coarse_token,0.1761111111111111,0.6118775090049512,0.9725107483733393,,
1.0,0.9602144662087105,raw_action_charts,0.6411111111111111,0.3645758792934755,0.8997142798651806,0.6466563432397135,24.0
1.0,0.9602144662087105,esac_full_context,0.765,0.3069865108064469,0.8016217468997634,0.2900020036650573,24.0
1.0,0.9602144662087105,esac_hidden_alias_ablation,0.3711111111111111,0.7757806986368301,1.103380469965825,0.2900020036650573,24.0
1.0,0.9602144662087105,continuous_regression_upper,1.0,0.11356203451532744,0.7767717932332027,,
1.0,0.9602144662087105,oracle_expert,1.0,0.10272629204544385,0.0,,
1.25,1.179125333921725,coarse_token,0.14777777777777779,0.6530362716008653,1.0404707511654667,,
1.25,1.179125333921725,raw_action_charts,0.6311111111111111,0.3803753444186803,0.9659474763076584,0.8027473552289419,24.0
1.25,1.179125333921725,esac_full_context,0.7433333333333333,0.31656654221864644,0.8684969357339503,0.319291326542009,24.0
1.25,1.179125333921725,esac_hidden_alias_ablation,0.3738888888888889,0.8561508552126531,1.170676231405849,0.319291326542009,24.0
1.25,1.179125333921725,continuous_regression_upper,1.0,0.11894631321611462,0.8459642214745234,,
1.25,1.179125333921725,oracle_expert,0.9994444444444445,0.12143467224012784,0.0,,
1.5,1.3942436604562025,coarse_token,0.11222222222222222,0.7067165582337699,1.0575353483135232,,
1.5,1.3942436604562025,raw_action_charts,0.555,0.4192181357389149,1.0279841957549787,0.9705014509449547,24.0
1.5,1.3942436604562025,esac_full_context,0.705,0.34183556161828327,0.9021169671681015,0.3595766453178193,24.0
1.5,1.3942436604562025,esac_hidden_alias_ablation,0.3433333333333333,0.9259686066111487,1.190817443622853,0.3595766453178193,24.0
1.5,1.3942436604562025,continuous_regression_upper,0.9977777777777778,0.13965186286601558,0.877590859678251,,
1.5,1.3942436604562025,oracle_expert,0.9966666666666667,0.14268213594701928,0.0,,
1.75,1.6213885322311217,coarse_token,0.10055555555555555,0.7391065914851832,1.1285816929844263,,
1.75,1.6213885322311217,raw_action_charts,0.5138888888888888,0.45812117605487673,1.0856746513094757,1.1539979290094746,24.0
1.75,1.6213885322311217,esac_full_context,0.6644444444444444,0.34815031154599374,0.9780538837730365,0.3939674016385035,24.0
1.75,1.6213885322311217,esac_hidden_alias_ablation,0.32222222222222224,0.9857450121033942,1.2566525786507963,0.3939674016385035,24.0
1.75,1.6213885322311217,continuous_regression_upper,1.0,0.1465773577766232,0.9649135588771232,,
1.75,1.6213885322311217,oracle_expert,0.9822222222222222,0.17041629278567857,0.0,,
